store_id,city,name,title,price,price_raw,regular_price,regular_price_raw,liquidation_price,liquidation_price_raw,sale_price,sale_price_raw,liquidation,url,link,image,image_url,sku,product_id,product_sku,quantity,quantity_available,availability,badges,discount_percent,price_sale_clean,price_original_clean
401,"Cote des Neiges, QC","Additif antigel pour diesel par temps froid Lucas Oil, 946 mL","Additif antigel pour diesel par temps froid Lucas Oil, 946 mL",9.93,"9,93 $",25.99,"Était±  25,99 $prix était 25,99 $",9.93,"9,93 $",9.93,"9,93 $",true,https://www.canadiantire.ca/fr/pdp/additif-antigel-pour-diesel-par-temps-froid-lucas-oil-946-ml-0380896p.html,https://www.canadiantire.ca/fr/pdp/additif-antigel-pour-diesel-par-temps-froid-lucas-oil-946-ml-0380896p.html,https://media-www.canadiantire.ca/product/automotive/auto-maintenance/auto-fluids/0380896/lucas-anti-gel-diesel-fuel-treatment-946ml-fc1f407a-ec38-492f-b48a-a77522d2a40c-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/automotive/auto-maintenance/auto-fluids/0380896/lucas-anti-gel-diesel-fuel-treatment-946ml-fc1f407a-ec38-492f-b48a-a77522d2a40c-jpgrendition.jpg?im=whresize&wid=200&hei=200,038-0896-0,,038-0896-0,,,Il n’en reste que 1 #038-0896-0,Liquidation◊Mieux notés,61.79,"9,93","25,99"
401,"Cote des Neiges, QC","Applique de salle de bain à 3 lampes abat-jour en verre blanc givré carré CANVAS Neptune, chrome","Applique de salle de bain à 3 lampes abat-jour en verre blanc givré carré CANVAS Neptune, chrome",44.93,"44,93 $",149.99,"Était±  149,99 $prix était 149,99 $",44.93,"44,93 $",44.93,"44,93 $",true,https://www.canadiantire.ca/fr/pdp/applique-de-salle-de-bain-a-3-lampes-abat-jour-en-verre-blanc-givre-carre-canvas-neptune-chrome-0523620p.html,https://www.canadiantire.ca/fr/pdp/applique-de-salle-de-bain-a-3-lampes-abat-jour-en-verre-blanc-givre-carre-canvas-neptune-chrome-0523620p.html,https://media-www.canadiantire.ca/product/living/home-decor/lighting/0523620/canvas-vanity-3-light-neptune-00a3999a-bee5-4249-a27a-7960b363bae4-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/living/home-decor/lighting/0523620/canvas-vanity-3-light-neptune-00a3999a-bee5-4249-a27a-7960b363bae4-jpgrendition.jpg?im=whresize&wid=200&hei=200,052-3620-2,,052-3620-2,,,Il n’en reste que 1 #052-3620-2,Liquidation◊Exclusivité,70.04,"44,93","149,99"
401,"Cote des Neiges, QC","Tabouret de comptoir/bar For Living, noir, en similicuir et chrome à hauteur réglable","Tabouret de comptoir/bar For Living, noir, en similicuir et chrome à hauteur réglable",74.93,"74,93 $",149.99,"Était±  149,99 $prix était 149,99 $",74.93,"74,93 $",74.93,"74,93 $",true,https://www.canadiantire.ca/fr/pdp/tabouret-de-comptoir-bar-for-living-noir-en-similicuir-et-chrome-a-hauteur-reglable-0687902p.html,https://www.canadiantire.ca/fr/pdp/tabouret-de-comptoir-bar-for-living-noir-en-similicuir-et-chrome-a-hauteur-reglable-0687902p.html,https://media-www.canadiantire.ca/product/living/home-decor/furniture/0687902/for-living-adjustable-stool-black-256c59c3-179d-40fc-b31b-d58f52d91477-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/living/home-decor/furniture/0687902/for-living-adjustable-stool-black-256c59c3-179d-40fc-b31b-d58f52d91477-jpgrendition.jpg?im=whresize&wid=200&hei=200,068-7902-2,,068-7902-2,,,Il n’en reste que 6 #068-7902-2,Liquidation◊Exclusivité,50.04,"74,93","149,99"
401,"Cote des Neiges, QC","Meuble-lavabo simple CANVAS Dover à 2 portes, dessus en pierre, 30 po, blanc","Meuble-lavabo simple CANVAS Dover à 2 portes, dessus en pierre, 30 po, blanc",150,"150,00 $",399.99,"Était±  399,99 $prix était 399,99 $",150,"150,00 $",150,"150,00 $",true,https://www.canadiantire.ca/fr/pdp/meuble-lavabo-simple-canvas-dover-a-2-portes-dessus-en-pierre-30-po-blanc-0636342p.html,https://www.canadiantire.ca/fr/pdp/meuble-lavabo-simple-canvas-dover-a-2-portes-dessus-en-pierre-30-po-blanc-0636342p.html,https://media-www.canadiantire.ca/product/fixing/plumbing/faucets-fixtures/0636342/canvas-dover-30-vanity-double-doors-white-039d13f9-1c87-43c0-b23c-133161cb0a4a-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/fixing/plumbing/faucets-fixtures/0636342/canvas-dover-30-vanity-double-doors-white-039d13f9-1c87-43c0-b23c-133161cb0a4a-jpgrendition.jpg?im=whresize&wid=200&hei=200,063-6342-0,,063-6342-0,,,Il n’en reste que 2 #063-6342-0,Liquidation◊Exclusivité,62.5,"150,00","399,99"
401,"Cote des Neiges, QC","Tabouret de comptoir/bar similicuir et chrome hauteur réglable For Living, blanc","Tabouret de comptoir/bar similicuir et chrome hauteur réglable For Living, blanc",74.93,"74,93 $",149.99,"Était±  149,99 $prix était 149,99 $",74.93,"74,93 $",74.93,"74,93 $",true,https://www.canadiantire.ca/fr/pdp/tabouret-de-comptoir-bar-similicuir-et-chrome-hauteur-reglable-for-living-blanc-0687040p.html,https://www.canadiantire.ca/fr/pdp/tabouret-de-comptoir-bar-similicuir-et-chrome-hauteur-reglable-for-living-blanc-0687040p.html,https://media-www.canadiantire.ca/product/living/home-decor/furniture/0687040/for-living-adjustable-stool-white-2f17af77-f6a6-4354-921b-b7aa9a01dd8a-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/living/home-decor/furniture/0687040/for-living-adjustable-stool-white-2f17af77-f6a6-4354-921b-b7aa9a01dd8a-jpgrendition.jpg?im=whresize&wid=200&hei=200,068-7040-2,,068-7040-2,,,Il n’en reste que 1 #068-7040-2,Liquidation◊Exclusivité,50.04,"74,93","149,99"
401,"Cote des Neiges, QC","Meuble-lavabo simple Canvas Dover à 2 portes, dessus en pierre, 30 po, gris","Meuble-lavabo simple Canvas Dover à 2 portes, dessus en pierre, 30 po, gris",150,"150,00 $",399.99,"Était±  399,99 $prix était 399,99 $",150,"150,00 $",150,"150,00 $",true,https://www.canadiantire.ca/fr/pdp/meuble-lavabo-simple-canvas-dover-a-2-portes-dessus-en-pierre-30-po-gris-0636348p.html,https://www.canadiantire.ca/fr/pdp/meuble-lavabo-simple-canvas-dover-a-2-portes-dessus-en-pierre-30-po-gris-0636348p.html,https://media-www.canadiantire.ca/product/fixing/plumbing/faucets-fixtures/0636348/canvas-dover-30-vanity-double-doors-grey-23f77912-5b47-4272-9131-fe077cc04e50-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/fixing/plumbing/faucets-fixtures/0636348/canvas-dover-30-vanity-double-doors-grey-23f77912-5b47-4272-9131-fe077cc04e50-jpgrendition.jpg?im=whresize&wid=200&hei=200,063-6348-8,,063-6348-8,,,Il n’en reste que 3 #063-6348-8,Liquidation◊Exclusivité,62.5,"150,00","399,99"
401,"Cote des Neiges, QC","Jeu d'arcade de tir pliable Skee-Ball Toss Bullseye avec tableau électronique et 6 balles, 94 po","Jeu d'arcade de tir pliable Skee-Ball Toss Bullseye avec tableau électronique et 6 balles, 94 po",40,"40,00 $",179.99,"Était±  179,99 $prix était 179,99 $",40,"40,00 $",40,"40,00 $",true,https://www.canadiantire.ca/fr/pdp/jeu-d-arcade-de-tir-pliable-skee-ball-toss-bullseye-avec-tableau-electronique-et-6-balles-94-po-1840880p.html,https://www.canadiantire.ca/fr/pdp/jeu-d-arcade-de-tir-pliable-skee-ball-toss-bullseye-avec-tableau-electronique-et-6-balles-94-po-1840880p.html,https://media-www.canadiantire.ca/product/playing/team-sports-and-golf/sports-equipment-accessories/1840880/skee-ball-arcade-game-5045c8b7-d866-41c3-8cc7-42135d56baea-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/playing/team-sports-and-golf/sports-equipment-accessories/1840880/skee-ball-arcade-game-5045c8b7-d866-41c3-8cc7-42135d56baea-jpgrendition.jpg?im=whresize&wid=200&hei=200,184-0880-6,,184-0880-6,,,Il n’en reste que 1 #184-0880-6,Liquidation◊,77.78,"40,00","179,99"
401,"Cote des Neiges, QC",Table de tennis de table Eastpoint Sports Hyper Pong à 4 voies,Table de tennis de table Eastpoint Sports Hyper Pong à 4 voies,50,"50,00 $",299.99,"Était±  299,99 $prix était 299,99 $",50,"50,00 $",50,"50,00 $",true,https://www.canadiantire.ca/fr/pdp/table-de-tennis-de-table-eastpoint-sports-hyper-pong-a-4-voies-1841557p.html,https://www.canadiantire.ca/fr/pdp/table-de-tennis-de-table-eastpoint-sports-hyper-pong-a-4-voies-1841557p.html,https://media-www.canadiantire.ca/product/playing/team-sports-and-golf/indoor-games/1841557/hyper-pong-4-way-table-tennis-table-7332a1c5-f5ae-40ab-b598-b1b9c28c81d3-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/playing/team-sports-and-golf/indoor-games/1841557/hyper-pong-4-way-table-tennis-table-7332a1c5-f5ae-40ab-b598-b1b9c28c81d3-jpgrendition.jpg?im=whresize&wid=200&hei=200,184-1557-2,,184-1557-2,,,Il n’en reste que 6 #184-1557-2,Liquidation◊Mieux notés,83.33,"50,00","299,99"
401,"Cote des Neiges, QC","Bols à mélanger en plastique MASTER chef avec couvercles, tailles variées, paq. 3","Bols à mélanger en plastique MASTER chef avec couvercles, tailles variées, paq. 3",9.93,"9,93 $",23.99,"Était±  23,99 $prix était 23,99 $",9.93,"9,93 $",9.93,"9,93 $",true,https://www.canadiantire.ca/fr/pdp/bols-a-melanger-en-plastique-master-chef-avec-couvercles-tailles-variees-paq-3-1424988p.html,https://www.canadiantire.ca/fr/pdp/bols-a-melanger-en-plastique-master-chef-avec-couvercles-tailles-variees-paq-3-1424988p.html,https://media-www.canadiantire.ca/product/living/kitchen/bakeware-baking-prep/1424988/masterchef-3-piece-batter-bowl-set-with-lids-2a5a48db-e7b0-4ed1-afbe-9c9350022d77-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/living/kitchen/bakeware-baking-prep/1424988/masterchef-3-piece-batter-bowl-set-with-lids-2a5a48db-e7b0-4ed1-afbe-9c9350022d77-jpgrendition.jpg?im=whresize&wid=200&hei=200,142-4988-8,,142-4988-8,,,Il n’en reste que 3 #142-4988-8,Liquidation◊Mieux notés,58.61,"9,93","23,99"
401,"Cote des Neiges, QC","Joint d’étanchéité Permatex 59705 Ultra Copper, température maximale, 147 mL","Joint d’étanchéité Permatex 59705 Ultra Copper, température maximale, 147 mL",8.93,"8,93 $",18.99,"Était±  18,99 $prix était 18,99 $",8.93,"8,93 $",8.93,"8,93 $",true,https://www.canadiantire.ca/fr/pdp/joint-d-etancheite-permatex-59705-ultra-copper-temperature-maximale-147-ml-0383831p.html,https://www.canadiantire.ca/fr/pdp/joint-d-etancheite-permatex-59705-ultra-copper-temperature-maximale-147-ml-0383831p.html,https://media-www.canadiantire.ca/product/automotive/auto-maintenance/auto-fluids/0383831/permatex-ultra-copper-gasket-maker-f2db9a34-74fc-43c9-8c35-a1598bde05d2-jpgrendition.jpg?im=whresize&wid=200&hei=200,https://media-www.canadiantire.ca/product/automotive/auto-maintenance/auto-fluids/0383831/permatex-ultra-copper-gasket-maker-f2db9a34-74fc-43c9-8c35-a1598bde05d2-jpgrendition.jpg?im=whresize&wid=200&hei=200,038-3831-6,,038-3831-6,,,Il n’en reste que 1 #038-3831-6,Liquidation◊,52.98,"8,93","18,99"
